case_id,fen,source,source_kind,category,game_index,ply,played_move
suite_0017,2r2rk1/pp3ppp/2n5/3pPb2/1q6/1PnBP3/P1QN1PPP/R3K2R w KQ - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,
pgn_nn_vs_stockfish_full_g4_p42,r2kr3/2p1b3/2bpB2Q/pp6/8/2P1B3/P1P2PPP/3R1RK1 b - - 0 21,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,middle_17_23+capture_available,4,42,a8a6
validation_0092,8/3Kn3/2p2k2/8/1pp5/8/1P6/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0313,rn1qk1nr/ppp1ppb1/2bp2pp/8/P3P2P/1PN3P1/2PP1PB1/R1BQK1NR b KQkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
pgn_v1_1_vs_v1_g7_p82,8/8/1p2P3/p5R1/3P3P/1k1K4/3n3r/8 b - - 0 41,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+capture_available,7,82,b3b4
pgn_v1_1_vs_v1_g13_p23,k1r5/1b6/p2Q1Bp1/3pP1P1/P7/1P2Pp2/2r2K2/8 w - - 7 12,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+in_check,13,23,f2f3
validation_0103,8/1p1k1p2/1R6/3p4/3B4/1P2K3/r6P/4b3 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_v1_1_vs_v1_g13_p24,k1r5/1b6/p2Q1Bp1/3pP1P1/P7/1P2PK2/2r5/8 b - - 0 12,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+quiet,13,24,d5d4
validation_0216,1B4k1/p4ppp/8/8/3P2n1/2Q1n1P1/1P2P2P/q3KR2 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+in_check,,,
validation_0265,6k1/pb1q2p1/1pn1p2p/5p2/7P/1PQ1P1P1/P2N1PB1/6K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_nn_vs_material_g18_p11,r1b1kb1r/ppp1qppp/2n2n2/3pp3/8/7N/PPPPPPPP/RNBQKB1R w KQkq - 6 6,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,18,11,h3g1
validation_0273,r1b2rk1/pp3ppp/4p3/8/2NPn3/P1B5/1P2BKPP/R6R w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+in_check,,,
pgn_nn_vs_stockfish_2000_g3_p19,rn2kb1r/p2bqppp/5n2/1B2p3/4P3/5N2/PPP2PPP/R1BQ1RK1 w kq - 3 10,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_available,3,19,f3e5
validation_0296,4r3/1q3k2/b5R1/2p2P2/p2p4/P2P3p/1P2r1PP/1R1Q3K w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_v1_1_vs_v1_g5_p72,4RR2/1p3k2/2p5/8/1pP1B1r1/1P2P3/P3K1P1/8 b - - 10 36,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+in_check,5,72,f7g7
validation_0375,8/7k/3b3p/3n2p1/p1pPqpN1/PpPb1N1P/1P1Br1P1/R2Q2K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
pgn_v1_1_vs_v1_g5_p65,7k/1p6/2p5/4R3/1pP1B3/1P2P1r1/P3K1P1/5R2 w - - 3 33,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+capture_available,5,65,e5e8
validation_0061,8/8/5k2/1p6/1P2n3/1P1b4/2r5/4K3 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_v1_1_vs_v1_g11_p40,8/3B4/p7/P3k3/2rpb2p/1p6/4RK2/8 b - - 1 20,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+quiet,11,40,c4c2
suite_0045,8/1r5R/1k1pK3/2pP4/8/8/8/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,endgame_2_10+capture_available,,,
pgn_v1_1_vs_v1_g17_p13,8/8/5k1p/3n4/3N2r1/8/6P1/5RK1 b - - 10 7,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+in_check,17,13,d5f4
pgn_nn_vs_stockfish_2000_g7_p136,3r4/1p6/1k4p1/7p/R7/2q5/K7/8 b - - 1 68,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,endgame_2_10+quiet,7,136,c3c2
pgn_v1_1_vs_v1_g6_p44,r6k/ppp3q1/2b4p/2p2P2/2P1P3/1P6/3P1R1P/7K b - - 0 22,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+capture_available,6,44,c6e4
validation_0217,1k6/pp4p1/2p3p1/3p4/1P1P4/P1K1P1P1/2R1QP2/5rq1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0202,r3nr1k/1pp1Nppp/p2p4/8/4P3/8/PQP2PPP/3R2K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+quiet,,,
pgn_v1_1_vs_v1_g8_p24,r6r/5ppp/2k1pn2/p1Pp4/1p1P4/1b2P1P1/1B2KPBP/R1R5 b - - 3 12,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+quiet,8,24,f6e4
validation_0245,3r1q1k/2p1Q1pp/pb3r2/5p2/1P3B2/6P1/5P1P/4R1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,
validation_0059,8/8/6N1/4k3/8/1B6/3K4/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+in_check,,,
validation_0364,r2qr1k1/pppn1p1p/6p1/6N1/2P1p1n1/2b1P2P/PPQ2PP1/R1B1R1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0186,8/6k1/6p1/p6p/1p3K1P/P2PN1P1/2Bn3b/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0368,rn3r1k/bpp1q1pp/p2pP2n/P3p2Q/2B1Pp2/2P4P/1P1N1PPK/R1B2R2 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0331,rnbqkb1r/p5pp/2p2n2/1p1p1p2/3PpN2/2N1P1P1/PPP2PBP/R1BQK2R w KQkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
suite_0050,2k4r/ppn3Q1/8/8/P4R2/8/q2B3P/6K1 b - - 0 1,training/data/test_fens_60.txt,fen_suite,late_11_16+capture_available,,,
suite_0039,3r2k1/5ppp/1P1b4/8/8/3pBQ1P/4qPP1/3R2K1 b - - 0 1,training/data/test_fens_60.txt,fen_suite,late_11_16+capture_rich,,,
pgn_v1_1_vs_v1_g7_p120,8/8/1p1K4/7P/8/8/4n1RQ/4k3 b - - 2 60,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,7,120,e1d2
suite_0051,8/8/6p1/5k1p/3K3P/8/6P1/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,endgame_2_10+quiet,,,
validation_0049,8/8/R4KP1/3kp3/8/4nP2/5r2/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0047,8/7K/8/8/8/1k6/8/5Q2 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
